Report Key,Report Entry Expense Type Name,Amount in EUR,Report Start Date,Report End Date,Report Home Country Name,Report Country
TRIP_0014,DAILY ALLOWANCE,360.7,20220110,20220116,OM,BG
TRIP_0014,CONFERENCE FEE,146.52,20220110,20220116,OM,BG
TRIP_0014,MEAL,111.59,20220110,20220116,OM,BG
TRIP_0014,CONFERENCE FEE,82.24,20220110,20220116,OM,BG
TRIP_0015,CONFERENCE FEE,52.91,20240703,20240715,PH,PE
TRIP_0015,CONFERENCE FEE,198.86,20240703,20240715,PH,PE
TRIP_0015,AIR TICKET,1322.76,20240703,20240715,PH,PE
TRIP_0015,AIR TICKET,1120.85,20240703,20240715,PH,PE
TRIP_0015,MEAL,184.66,20240703,20240715,PH,PE
TRIP_0015,MEAL,239.67,20240703,20240715,PH,PE
TRIP_0015,MEAL,41.77,20240703,20240715,PH,PE
TRIP_0016,DAILY ALLOWANCE,1136.43,20240218,20240301,ID,AE
TRIP_0016,HOTEL,1873.33,20240218,20240301,ID,AE
TRIP_0016,HOTEL,1843.52,20240218,20240301,ID,AE
TRIP_0016,MEAL,114.7,20240218,20240301,ID,AE
TRIP_0016,MISC,34.41,20240218,20240301,ID,AE
TRIP_0016,AIR TICKET,750.4,20240218,20240301,ID,AE
TRIP_0016,HOTEL,1881.06,20240218,20240301,ID,AE
TRIP_0017,MEAL,222.6,20241014,20241019,DZ,NZ
TRIP_0017,TAXI,236.25,20241014,20241019,DZ,NZ
TRIP_0017,DAILY ALLOWANCE,492.48,20241014,20241019,DZ,NZ
TRIP_0017,HOTEL,916.04,20241014,20241019,DZ,NZ
TRIP_0017,HOTEL,821.7,20241014,20241019,DZ,NZ
TRIP_0017,CONFERENCE FEE,167.47,20241014,20241019,DZ,NZ
TRIP_0017,CONFERENCE FEE,120.95,20241014,20241019,DZ,NZ
TRIP_0018,HOTEL,882.79,20240928,20241003,IE,SA
TRIP_0018,AIR TICKET,739.53,20240928,20241003,IE,SA
TRIP_0018,AIR TICKET,865.28,20240928,20241003,IE,SA
TRIP_0018,TAXI,237.19,20240928,20241003,IE,SA
TRIP_0019,TAXI,177.7,20220107,20220114,CO,AT
TRIP_0019,MEAL,179.68,20220107,20220114,CO,AT
TRIP_0019,CONFERENCE FEE,135.92,20220107,20220114,CO,AT
TRIP_0019,DAILY ALLOWANCE,289.08,20220107,20220114,CO,AT
TRIP_0019,MISC,37.39,20220107,20220114,CO,AT
TRIP_0019,MEAL,77.54,20220107,20220114,CO,AT
TRIP_0019,MEAL,59.33,20220107,20220114,CO,AT
TRIP_0019,MISC,235.73,20220107,20220114,CO,AT
TRIP_0020,MEAL,172.12,20240904,20240913,LT,KE
TRIP_0020,MEAL,105.05,20240904,20240913,LT,KE
TRIP_0020,TAXI,81.28,20240904,20240913,LT,KE
TRIP_0021,DAILY ALLOWANCE,302.75,20220413,20220418,GT,PY
TRIP_0021,DAILY ALLOWANCE,263.47,20220413,20220418,GT,PY
TRIP_0021,CONFERENCE FEE,215.94,20220413,20220418,GT,PY
TRIP_0021,HOTEL,697.98,20220413,20220418,GT,PY
TRIP_0022,AIR TICKET,926.47,20241102,20241114,MX,BR
TRIP_0022,TAXI,98.71,20241102,20241114,MX,BR
TRIP_0022,DAILY ALLOWANCE,1249.2,20241102,20241114,MX,BR
TRIP_0022,MISC,115.58,20241102,20241114,MX,BR
TRIP_0023,MISC,142.4,20220514,20220524,GR,NG
TRIP_0023,MISC,28.58,20220514,20220524,GR,NG
TRIP_0023,AIR TICKET,710.48,20220514,20220524,GR,NG
TRIP_0023,AIR TICKET,719.53,20220514,20220524,GR,NG
TRIP_0023,DAILY ALLOWANCE,1096.86,20220514,20220524,GR,NG
TRIP_0023,MISC,58.19,20220514,20220524,GR,NG
TRIP_0023,MISC,96.15,20220514,20220524,GR,NG
TRIP_0024,DAILY ALLOWANCE,266.5,20241218,20241223,BA,AE
TRIP_0024,AIR TICKET,1152.43,20241218,20241223,BA,AE
TRIP_0024,AIR TICKET,1499.26,20241218,20241223,BA,AE
TRIP_0024,TAXI,128.75,20241218,20241223,BA,AE
TRIP_0024,CONFERENCE FEE,113.2,20241218,20241223,BA,AE
TRIP_0025,MISC,25.44,20240201,20240207,AR,CZ
TRIP_0025,TAXI,100.83,20240201,20240207,AR,CZ
TRIP_0025,MISC,70.47,20240201,20240207,AR,CZ
TRIP_0025,AIR TICKET,863.86,20240201,20240207,AR,CZ
TRIP_0025,MISC,27.97,20240201,20240207,AR,CZ
TRIP_0025,MISC,131.07,20240201,20240207,AR,CZ
TRIP_0025,MISC,27.1,20240201,20240207,AR,CZ
TRIP_0025,CONFERENCE FEE,162.25,20240201,20240207,AR,CZ
TRIP_0026,DAILY ALLOWANCE,1103.05,20221116,20221126,PL,MY
TRIP_0026,MISC,32.33,20221116,20221126,PL,MY
TRIP_0026,HOTEL,1487.26,20221116,20221126,PL,MY
TRIP_0026,MISC,134.38,20221116,20221126,PL,MY
TRIP_0026,HOTEL,1412.89,20221116,20221126,PL,MY
TRIP_0026,MEAL,60.36,20221116,20221126,PL,MY
TRIP_0027,MEAL,220.64,20231203,20231213,NG,JP
TRIP_0027,CONFERENCE FEE,115.26,20231203,20231213,NG,JP
TRIP_0027,TAXI,205.0,20231203,20231213,NG,JP
TRIP_0027,TAXI,130.85,20231203,20231213,NG,JP
TRIP_0028,MISC,137.09,20231014,20231016,LK,TR
TRIP_0028,AIR TICKET,961.62,20231014,20231016,LK,TR
TRIP_0028,AIR TICKET,723.91,20231014,20231016,LK,TR
TRIP_0028,HOTEL,343.7,20231014,20231016,LK,TR
TRIP_0028,CONFERENCE FEE,191.27,20231014,20231016,LK,TR
TRIP_0028,TAXI,194.03,20231014,20231016,LK,TR
TRIP_0028,HOTEL,314.39,20231014,20231016,LK,TR
TRIP_0029,AIR TICKET,860.21,20240223,20240305,MC,GR
TRIP_0029,DAILY ALLOWANCE,609.82,20240223,20240305,MC,GR
TRIP_0029,MISC,150.81,20240223,20240305,MC,GR
TRIP_0029,CONFERENCE FEE,164.24,20240223,20240305,MC,GR
TRIP_0029,MEAL,77.96,20240223,20240305,MC,GR
TRIP_0029,DAILY ALLOWANCE,943.95,20240223,20240305,MC,GR
TRIP_0029,TAXI,94.55,20240223,20240305,MC,GR
TRIP_0030,MEAL,34.35,20230926,20230930,PE,LT
TRIP_0030,MISC,85.27,20230926,20230930,PE,LT
TRIP_0030,MISC,117.68,20230926,20230930,PE,LT
TRIP_0031,HOTEL,1061.99,20240205,20240211,IN,OM
TRIP_0031,CONFERENCE FEE,203.53,20240205,20240211,IN,OM
TRIP_0031,CONFERENCE FEE,174.46,20240205,20240211,IN,OM
TRIP_0031,CONFERENCE FEE,63.41,20240205,20240211,IN,OM
TRIP_0032,MISC,238.08,20240317,20240324,GT,OM
TRIP_0032,MISC,173.8,20240317,20240324,GT,OM
TRIP_0032,MISC,172.43,20240317,20240324,GT,OM
TRIP_0033,TAXI,237.76,20220625,20220703,DK,BH
TRIP_0033,DAILY ALLOWANCE,431.08,20220625,20220703,DK,BH
TRIP_0033,MISC,143.64,20220625,20220703,DK,BH
TRIP_0033,TAXI,247.41,20220625,20220703,DK,BH
TRIP_0033,DAILY ALLOWANCE,886.04,20220625,20220703,DK,BH
TRIP_0034,AIR TICKET,751.7,20241005,20241017,IT,BR
TRIP_0034,CONFERENCE FEE,96.4,20241005,20241017,IT,BR
TRIP_0034,CONFERENCE FEE,207.24,20241005,20241017,IT,BR
TRIP_0034,HOTEL,2214.27,20241005,20241017,IT,BR
TRIP_0034,MISC,234.83,20241005,20241017,IT,BR
TRIP_0034,AIR TICKET,752.75,20241005,20241017,IT,BR
TRIP_0035,MEAL,98.64,20240807,20240810,BG,GB
TRIP_0035,AIR TICKET,1443.77,20240807,20240810,BG,GB
TRIP_0035,TAXI,176.6,20240807,20240810,BG,GB
TRIP_0035,MISC,232.66,20240807,20240810,BG,GB
TRIP_0035,CONFERENCE FEE,21.27,20240807,20240810,BG,GB
TRIP_0035,AIR TICKET,1305.58,20240807,20240810,BG,GB
TRIP_0035,HOTEL,695.87,20240807,20240810,BG,GB
TRIP_0035,DAILY ALLOWANCE,307.55,20240807,20240810,BG,GB
TRIP_0036,DAILY ALLOWANCE,536.35,20220908,20220915,DO,DE
TRIP_0036,AIR TICKET,697.33,20220908,20220915,DO,DE
TRIP_0036,HOTEL,1124.23,20220908,20220915,DO,DE
TRIP_0036,TAXI,78.4,20220908,20220915,DO,DE
TRIP_0036,HOTEL,949.66,20220908,20220915,DO,DE
TRIP_0036,HOTEL,1148.7,20220908,20220915,DO,DE
TRIP_0037,AIR TICKET,746.06,20220506,20220515,NG,MM
TRIP_0037,TAXI,183.11,20220506,20220515,NG,MM
TRIP_0037,MEAL,193.6,20220506,20220515,NG,MM
TRIP_0037,HOTEL,1297.14,20220506,20220515,NG,MM
TRIP_0037,MISC,27.47,20220506,20220515,NG,MM
TRIP_0037,TAXI,114.72,20220506,20220515,NG,MM
TRIP_0037,DAILY ALLOWANCE,1032.77,20220506,20220515,NG,MM
TRIP_0037,MEAL,199.07,20220506,20220515,NG,MM
TRIP_0038,TAXI,114.63,20241025,20241101,BG,NL
TRIP_0038,MEAL,50.47,20241025,20241101,BG,NL
TRIP_0038,DAILY ALLOWANCE,388.35,20241025,20241101,BG,NL
TRIP_0038,TAXI,163.38,20241025,20241101,BG,NL
TRIP_0038,CONFERENCE FEE,247.59,20241025,20241101,BG,NL
TRIP_0038,DAILY ALLOWANCE,700.33,20241025,20241101,BG,NL
TRIP_0039,DAILY ALLOWANCE,279.32,20240511,20240516,US,IT
TRIP_0039,MEAL,210.69,20240511,20240516,US,IT
TRIP_0039,MISC,66.59,20240511,20240516,US,IT
TRIP_0040,DAILY ALLOWANCE,588.3,20241223,20241231,CN,ID
TRIP_0040,CONFERENCE FEE,126.07,20241223,20241231,CN,ID
TRIP_0040,DAILY ALLOWANCE,541.91,20241223,20241231,CN,ID
TRIP_0040,CONFERENCE FEE,23.16,20241223,20241231,CN,ID
TRIP_0041,TAXI,164.31,20240706,20240708,CR,PE
TRIP_0041,CONFERENCE FEE,202.22,20240706,20240708,CR,PE
TRIP_0041,MISC,119.9,20240706,20240708,CR,PE
TRIP_0042,MISC,74.62,20241102,20241104,AT,FR
TRIP_0042,HOTEL,328.46,20241102,20241104,AT,FR
TRIP_0042,DAILY ALLOWANCE,159.44,20241102,20241104,AT,FR
TRIP_0042,AIR TICKET,964.91,20241102,20241104,AT,FR
TRIP_0042,MEAL,236.64,20241102,20241104,AT,FR
TRIP_0042,DAILY ALLOWANCE,213.3,20241102,20241104,AT,FR
TRIP_0042,DAILY ALLOWANCE,97.83,20241102,20241104,AT,FR
TRIP_0043,TAXI,216.99,20220916,20220925,NO,SE
TRIP_0043,MEAL,230.15,20220916,20220925,NO,SE
TRIP_0043,TAXI,236.2,20220916,20220925,NO,SE
TRIP_0043,TAXI,170.52,20220916,20220925,NO,SE
TRIP_0043,HOTEL,1350.15,20220916,20220925,NO,SE
TRIP_0043,CONFERENCE FEE,177.33,20220916,20220925,NO,SE
TRIP_0044,TAXI,169.93,20220618,20220627,BR,NG
TRIP_0044,TAXI,117.2,20220618,20220627,BR,NG
TRIP_0044,DAILY ALLOWANCE,1029.46,20220618,20220627,BR,NG
TRIP_0044,MEAL,24.43,20220618,20220627,BR,NG
TRIP_0045,HOTEL,633.06,20221008,20221012,SA,BY
TRIP_0045,MISC,66.24,20221008,20221012,SA,BY
TRIP_0045,AIR TICKET,793.42,20221008,20221012,SA,BY
TRIP_0046,HOTEL,1085.0,20230921,20230928,BA,AR
TRIP_0046,MISC,106.43,20230921,20230928,BA,AR
TRIP_0046,AIR TICKET,990.66,20230921,20230928,BA,AR
TRIP_0047,HOTEL,676.3,20220522,20220527,AE,NO
TRIP_0047,HOTEL,818.99,20220522,20220527,AE,NO
TRIP_0047,AIR TICKET,695.96,20220522,20220527,AE,NO
TRIP_0048,CONFERENCE FEE,237.56,20231122,20231204,LT,DZ
TRIP_0048,HOTEL,1990.08,20231122,20231204,LT,DZ
TRIP_0048,TAXI,176.34,20231122,20231204,LT,DZ
TRIP_0048,DAILY ALLOWANCE,504.88,20231122,20231204,LT,DZ
TRIP_0048,AIR TICKET,808.13,20231122,20231204,LT,DZ
TRIP_0048,DAILY ALLOWANCE,1124.97,20231122,20231204,LT,DZ
TRIP_0049,MISC,52.79,20231201,20231212,SK,RO
TRIP_0049,MISC,99.85,20231201,20231212,SK,RO
TRIP_0049,AIR TICKET,1268.88,20231201,20231212,SK,RO
TRIP_0049,MEAL,167.01,20231201,20231212,SK,RO
TRIP_0049,TAXI,121.94,20231201,20231212,SK,RO
TRIP_0049,DAILY ALLOWANCE,1305.99,20231201,20231212,SK,RO
TRIP_0049,AIR TICKET,1003.56,20231201,20231212,SK,RO
TRIP_0050,AIR TICKET,1253.57,20220715,20220727,NG,RS
TRIP_0050,DAILY ALLOWANCE,927.33,20220715,20220727,NG,RS
TRIP_0050,DAILY ALLOWANCE,1219.35,20220715,20220727,NG,RS
TRIP_0050,TAXI,120.14,20220715,20220727,NG,RS
TRIP_0051,TAXI,163.9,20240414,20240416,CZ,CO
TRIP_0051,HOTEL,364.08,20240414,20240416,CZ,CO
TRIP_0051,DAILY ALLOWANCE,102.65,20240414,20240416,CZ,CO
TRIP_0051,AIR TICKET,734.45,20240414,20240416,CZ,CO
TRIP_0051,MISC,198.73,20240414,20240416,CZ,CO
TRIP_0052,MEAL,151.53,20220423,20220505,SI,BD
TRIP_0052,DAILY ALLOWANCE,780.4,20220423,20220505,SI,BD
TRIP_0052,CONFERENCE FEE,225.04,20220423,20220505,SI,BD
TRIP_0052,MISC,146.75,20220423,20220505,SI,BD
TRIP_0052,MISC,204.54,20220423,20220505,SI,BD
TRIP_0052,DAILY ALLOWANCE,1263.81,20220423,20220505,SI,BD
TRIP_0053,DAILY ALLOWANCE,182.39,20220727,20220730,SE,FI
TRIP_0053,DAILY ALLOWANCE,238.27,20220727,20220730,SE,FI
TRIP_0053,CONFERENCE FEE,137.28,20220727,20220730,SE,FI
TRIP_0053,AIR TICKET,1252.34,20220727,20220730,SE,FI
TRIP_0054,CONFERENCE FEE,238.72,20241007,20241013,SA,LV
TRIP_0054,DAILY ALLOWANCE,527.04,20241007,20241013,SA,LV
TRIP_0054,HOTEL,932.94,20241007,20241013,SA,LV
TRIP_0054,AIR TICKET,922.24,20241007,20241013,SA,LV
TRIP_0054,TAXI,184.52,20241007,20241013,SA,LV
TRIP_0054,MISC,249.6,20241007,20241013,SA,LV
TRIP_0055,HOTEL,468.36,20231002,20231005,SI,BH
TRIP_0055,DAILY ALLOWANCE,313.78,20231002,20231005,SI,BH
TRIP_0055,TAXI,71.45,20231002,20231005,SI,BH
TRIP_0056,TAXI,115.87,20220202,20220208,DE,IN
TRIP_0056,AIR TICKET,819.94,20220202,20220208,DE,IN
TRIP_0056,DAILY ALLOWANCE,313.31,20220202,20220208,DE,IN
TRIP_0056,AIR TICKET,673.46,20220202,20220208,DE,IN
TRIP_0056,CONFERENCE FEE,199.14,20220202,20220208,DE,IN
TRIP_0056,CONFERENCE FEE,55.55,20220202,20220208,DE,IN
TRIP_0056,AIR TICKET,835.12,20220202,20220208,DE,IN
TRIP_0056,CONFERENCE FEE,114.49,20220202,20220208,DE,IN
TRIP_0057,TAXI,188.6,20220421,20220503,OM,DE
TRIP_0057,DAILY ALLOWANCE,996.65,20220421,20220503,OM,DE
TRIP_0057,AIR TICKET,703.61,20220421,20220503,OM,DE
TRIP_0057,CONFERENCE FEE,241.95,20220421,20220503,OM,DE
TRIP_0057,AIR TICKET,906.17,20220421,20220503,OM,DE
TRIP_0057,MEAL,125.28,20220421,20220503,OM,DE
TRIP_0058,HOTEL,1880.51,20220607,20220616,PH,TH
TRIP_0058,TAXI,212.78,20220607,20220616,PH,TH
TRIP_0058,CONFERENCE FEE,212.19,20220607,20220616,PH,TH
TRIP_0058,HOTEL,1882.93,20220607,20220616,PH,TH
TRIP_0058,MEAL,29.61,20220607,20220616,PH,TH
TRIP_0059,AIR TICKET,947.19,20230314,20230319,AT,CA
TRIP_0059,MEAL,87.04,20230314,20230319,AT,CA
TRIP_0059,AIR TICKET,815.2,20230314,20230319,AT,CA
TRIP_0060,TAXI,47.44,20231125,20231128,SI,SG
TRIP_0060,DAILY ALLOWANCE,281.55,20231125,20231128,SI,SG
TRIP_0060,MISC,54.05,20231125,20231128,SI,SG
TRIP_0061,TAXI,151.53,20220711,20220721,IT,JP
TRIP_0061,HOTEL,2108.82,20220711,20220721,IT,JP
TRIP_0061,MEAL,58.01,20220711,20220721,IT,JP
TRIP_0061,MISC,238.43,20220711,20220721,IT,JP
TRIP_0061,MEAL,54.42,20220711,20220721,IT,JP
TRIP_0061,MEAL,139.23,20220711,20220721,IT,JP
TRIP_0061,HOTEL,2097.95,20220711,20220721,IT,JP
TRIP_0062,DAILY ALLOWANCE,376.39,20241027,20241031,PH,DK
TRIP_0062,HOTEL,694.05,20241027,20241031,PH,DK
TRIP_0062,MISC,116.94,20241027,20241031,PH,DK
TRIP_0062,CONFERENCE FEE,90.7,20241027,20241031,PH,DK
TRIP_0062,MISC,197.78,20241027,20241031,PH,DK
TRIP_0062,HOTEL,653.57,20241027,20241031,PH,DK
TRIP_0062,DAILY ALLOWANCE,202.64,20241027,20241031,PH,DK
TRIP_0063,MISC,175.66,20240808,20240818,CR,HU
TRIP_0063,MISC,225.76,20240808,20240818,CR,HU
TRIP_0063,AIR TICKET,1037.18,20240808,20240818,CR,HU
TRIP_0063,TAXI,238.54,20240808,20240818,CR,HU
TRIP_0063,DAILY ALLOWANCE,603.62,20240808,20240818,CR,HU
TRIP_0063,MEAL,69.14,20240808,20240818,CR,HU
TRIP_0063,CONFERENCE FEE,182.54,20240808,20240818,CR,HU
TRIP_0064,HOTEL,629.11,20220401,20220405,SI,OM
TRIP_0064,MEAL,21.73,20220401,20220405,SI,OM
TRIP_0064,MEAL,164.78,20220401,20220405,SI,OM
TRIP_0065,AIR TICKET,956.16,20220304,20220312,BR,LT
TRIP_0065,MISC,93.91,20220304,20220312,BR,LT
TRIP_0065,MEAL,219.56,20220304,20220312,BR,LT
TRIP_0065,AIR TICKET,784.91,20220304,20220312,BR,LT
TRIP_0065,AIR TICKET,853.34,20220304,20220312,BR,LT
TRIP_0065,CONFERENCE FEE,41.2,20220304,20220312,BR,LT
TRIP_0065,MEAL,247.05,20220304,20220312,BR,LT
TRIP_0065,DAILY ALLOWANCE,679.86,20220304,20220312,BR,LT
TRIP_0066,HOTEL,1197.64,20230507,20230514,EC,OM
TRIP_0066,MISC,90.31,20230507,20230514,EC,OM
TRIP_0066,MEAL,40.24,20230507,20230514,EC,OM
TRIP_0066,DAILY ALLOWANCE,745.87,20230507,20230514,EC,OM
TRIP_0066,DAILY ALLOWANCE,763.56,20230507,20230514,EC,OM
TRIP_0066,HOTEL,1167.84,20230507,20230514,EC,OM
TRIP_0066,CONFERENCE FEE,150.39,20230507,20230514,EC,OM
TRIP_0067,MEAL,87.34,20241101,20241103,DE,CN
TRIP_0067,MEAL,102.73,20241101,20241103,DE,CN
TRIP_0067,MEAL,92.33,20241101,20241103,DE,CN
TRIP_0067,MEAL,33.08,20241101,20241103,DE,CN
TRIP_0067,CONFERENCE FEE,217.0,20241101,20241103,DE,CN
TRIP_0068,MEAL,28.0,20230101,20230106,OM,TW
TRIP_0068,HOTEL,823.72,20230101,20230106,OM,TW
TRIP_0068,CONFERENCE FEE,204.86,20230101,20230106,OM,TW
TRIP_0068,MEAL,244.16,20230101,20230106,OM,TW
TRIP_0068,MISC,124.12,20230101,20230106,OM,TW
TRIP_0068,CONFERENCE FEE,206.41,20230101,20230106,OM,TW
TRIP_0069,TAXI,186.77,20240808,20240820,TH,MX
TRIP_0069,HOTEL,3125.03,20240808,20240820,TH,MX
TRIP_0069,AIR TICKET,1203.17,20240808,20240820,TH,MX
TRIP_0069,AIR TICKET,1257.2,20240808,20240820,TH,MX
TRIP_0069,TAXI,143.5,20240808,20240820,TH,MX
TRIP_0069,TAXI,24.47,20240808,20240820,TH,MX
TRIP_0069,MEAL,52.6,20240808,20240820,TH,MX
TRIP_0070,MISC,220.7,20230608,20230614,KZ,IE
TRIP_0070,MISC,219.67,20230608,20230614,KZ,IE
TRIP_0070,DAILY ALLOWANCE,640.12,20230608,20230614,KZ,IE
TRIP_0071,CONFERENCE FEE,69.99,20230212,20230219,CL,TR
TRIP_0071,CONFERENCE FEE,23.1,20230212,20230219,CL,TR
TRIP_0071,AIR TICKET,780.64,20230212,20230219,CL,TR
TRIP_0072,MISC,73.14,20231119,20231128,IN,BR
TRIP_0072,AIR TICKET,735.21,20231119,20231128,IN,BR
TRIP_0072,MEAL,162.09,20231119,20231128,IN,BR
TRIP_0072,MEAL,135.62,20231119,20231128,IN,BR
TRIP_0072,HOTEL,1431.43,20231119,20231128,IN,BR
TRIP_0072,CONFERENCE FEE,217.7,20231119,20231128,IN,BR
TRIP_0073,CONFERENCE FEE,115.78,20230108,20230117,SE,US
TRIP_0073,HOTEL,1447.0,20230108,20230117,SE,US
TRIP_0073,DAILY ALLOWANCE,993.6,20230108,20230117,SE,US
TRIP_0073,MEAL,169.21,20230108,20230117,SE,US
TRIP_0073,HOTEL,1480.02,20230108,20230117,SE,US
TRIP_0073,TAXI,54.3,20230108,20230117,SE,US
TRIP_0073,CONFERENCE FEE,75.79,20230108,20230117,SE,US
TRIP_0073,TAXI,219.36,20230108,20230117,SE,US
TRIP_0074,DAILY ALLOWANCE,348.59,20240911,20240919,EC,HU
TRIP_0074,CONFERENCE FEE,105.56,20240911,20240919,EC,HU
TRIP_0074,AIR TICKET,1058.99,20240911,20240919,EC,HU
TRIP_0075,TAXI,146.82,20240821,20240827,ES,MM
TRIP_0075,CONFERENCE FEE,243.87,20240821,20240827,ES,MM
TRIP_0075,AIR TICKET,1238.46,20240821,20240827,ES,MM
TRIP_0075,AIR TICKET,1196.68,20240821,20240827,ES,MM
TRIP_0075,DAILY ALLOWANCE,523.2,20240821,20240827,ES,MM
TRIP_0075,MEAL,134.8,20240821,20240827,ES,MM
TRIP_0076,MISC,59.8,20220409,20220416,BG,EC
TRIP_0076,TAXI,59.34,20220409,20220416,BG,EC
TRIP_0076,HOTEL,1137.04,20220409,20220416,BG,EC
TRIP_0076,MEAL,151.17,20220409,20220416,BG,EC
TRIP_0077,MEAL,220.59,20240924,20241005,IN,AT
TRIP_0077,DAILY ALLOWANCE,742.03,20240924,20241005,IN,AT
TRIP_0077,DAILY ALLOWANCE,1007.2,20240924,20241005,IN,AT
TRIP_0077,DAILY ALLOWANCE,961.5,20240924,20241005,IN,AT
TRIP_0077,TAXI,225.88,20240924,20241005,IN,AT
TRIP_0077,DAILY ALLOWANCE,1299.11,20240924,20241005,IN,AT
TRIP_0077,TAXI,186.12,20240924,20241005,IN,AT
TRIP_0077,MISC,21.84,20240924,20241005,IN,AT
TRIP_0078,MEAL,167.31,20240617,20240626,RU,IN
TRIP_0078,MISC,118.95,20240617,20240626,RU,IN
